squirrel_id,grid_year,grid,yearn,experiment,mid,locx,locy,litter,nest,n_pups,date,julian_date,year,t_return,return_lat,t_move,m_return,observer,nest_type,cones_counts,mustelid_tracks,LRS,ARS,mom_age,predator,locX,month,locY,local.density,scaled_lat,males,dist,age_sq,litter_id,average_growth,scaled_julian_date,scaled_pups,scaled_density,latency_transformed
22166,BT_2017,BT,2017,preg control,I7,I.0,7,1,1,3,5/8/17,128,nonmast,NA,420,NA,n,MMS/ZCF,grass,NA,19,0,0,2,low predator,9,5,7,2.825235676,0.735397158,0,NA,4,7957,NA,-1.464796637,0.330357311,1.526337872,0.687933323
23201,JO_2019,JO,2019,rattle,I5,I.0,5,1,1,1,6/25/19,176,mast,NA,420,NA,n,LKE,underground,0.452380952,22,NA,NA,2,low predator,9,6,5,0,0.735397158,0,0,4,9173,NA,-0.600849674,-2.898275349,-0.267431852,0.687933323
19587,JO_2018,JO,2018,rattle,I10,I.0,10,1,2,1,6/23/18,174,nonmast,NA,420,NA,n,AHR,grass,15.68235294,26,0,0,5,low predator,9,6,10,0,0.735397158,0,0.2,25,8700,NA,1.575093748,-2.113235729,-0.85434491,0.687933323
19587,JO_2016,JO,2016,preg control,I10,I.0,10,1,2,1,5/4/16,125,nonmast,NA,420,NA,n,ZCF,grass,0,26,0,0,5,low predator,9,5,10,3.201933766,0.735397158,1.506792361,0.2,25,6514,NA,0.96234082,-2.378256584,1.45500644,0.687933323
19587,JO_2018,JO,2018,rattle,I10,I.0,10,1,1,1,6/2/18,153,nonmast,185,185,195,y,AHR,grass,15.68235294,32,0,0,3,low predator,9,6,10,0,-0.987634054,0,0.2,9,8700,NA,0.477517109,-2.113235729,-0.85434491,-0.772174679
19587,JO_2017,JO,2017,preg GC,I10,I.0,10,1,1,3,5/3/17,123,nonmast,148,148,171,y,ARM/AJM/nKP,wb,0.294117647,32,0,0,3,low predator,9,5,10,2.825235676,-1.25891982,1.13009427,0.2,9,7737,NA,-1.224043986,0.866815069,0.918161067,-1.076368574
19983,KL_2016,KL,2016,control,I11.,I.0,11.5,1,2,3,5/3/16,124,nonmast,NA,420,NA,n,JGR,NA,0,32,NA,1,2,low predator,9,5,11.5,3.955329947,0.735397158,3.013584721,0.1,4,6535,NA,-0.015228693,1.119724473,1.27619355,0.687933323
19983,KL_2016,KL,2016,control,I11.,I.0,11.5,1,1,3,4/10/16,101,nonmast,NA,NA,NA,y,SSB,wb,0,32,NA,1,2,low predator,9,4,11.5,0,NA,0,0.1,4,6535,NA,-1.739585307,1.119724473,-0.91997051,NA
19984,KL_2016,KL,2016,control,I11,I.0,11,1,2,3,5/7/16,128,nonmast,173,173,290,y,STT,NA,0,32,NA,0,2,low predator,9,5,11,4.332028037,-1.075618627,3.201933766,0.141421356,4,6536,NA,0.284659414,1.119724473,1.485352032,-0.867191021
19984,KL_2016,KL,2016,control,I11,I.0,11,1,1,3,4/12/16,103,nonmast,230,230,NA,y,STT,grass,0,32,NA,0,2,low predator,9,4,11,0,-0.657691907,0,0.141421356,4,6536,NA,-1.589641253,1.119724473,-0.91997051,-0.440794025
21263,JO_2016,JO,2016,control,I20,I.0,20,1,2,2,5/11/16,132,nonmast,NA,420,NA,n,DWI,NA,0,32,0,0,3,low predator,9,5,20,2.636886631,0.735397158,1.318443316,0.2,9,6652,NA,1.519066914,-1.025914605,1.082987748,0.687933323
21263,JO_2016,JO,2016,control,I20,I.0,20,1,1,2,4/26/16,117,nonmast,NA,420,NA,n,CFH,NA,0,32,0,0,3,low predator,9,4,20,0,0.735397158,0,0.2,9,6652,NA,0.326082427,-1.025914605,-0.653099482,0.687933323
22166,BT_2016,BT,2016,control,I7,I.0,7,1,2,3,5/2/16,123,nonmast,83,83,201,y,FVK,NA,NA,32,0,0,1,low predator,9,5,7,3.390282811,-1.735502921,0,NA,1,7043,NA,0.109869672,0.755928946,1.271387122,-1.723565986
22166,BT_2016,BT,2016,control,I7,I.0,7,1,1,3,4/14/16,105,nonmast,NA,420,NA,n,CFH,grass,NA,32,0,0,1,low predator,9,4,7,0,0.735397158,0,NA,1,7043,NA,-1.04376188,0.755928946,-0.953540341,0.687933323
10181,KL_2009,KL,2009,control,I2.,I.0,2.5,1,2,4,6/6/09,157,nonmast,15,15,19,y,NA,NA,12.08333333,314,15,3,4,high predator,9,6,2.5,0.188349045,-2.234082166,0.188349045,0.141421356,16,4461,2.130434783,-0.373632609,0.970839191,-0.351988219,-2.833079156
10181,KL_2008,KL,2008,control,I2.,I.0,2.5,1,1,4,4/14/08,105,nonmast,75,75,80,y,NA,NA,38.53571429,314,15,3,4,high predator,9,4,2.5,0,-1.794159303,0,0.948683298,16,4189,1.890277778,-1.15506783,1.404422514,-0.86769537,-1.818933027
10362,SU_2009,SU,2009,control,I14.,I.0,14.5,1,1,3,5/30/09,150,nonmast,NA,420,NA,n,NA,NA,3.058139535,314,0,0,2,high predator,9,5,14.5,0.565047135,0.735397158,0.37669809,0,4,4551,NA,-1.235919509,-0.137198868,0.632347998,0.687933323
10181,KL_2009,KL,2009,control,I2.,I.0,2.5,1,1,4,5/14/09,134,nonmast,0,NA,0,NA,NA,NA,12.08333333,329,15,2,3,high predator,9,5,2.5,2.071839496,NA,1.13009427,0.141421356,9,4461,2.130434783,-1.613938794,0.970839191,2.793438415,NA
10181,KL_2008,KL,2008,control,I2.,I.0,2.5,1,2,4,5/8/08,129,nonmast,13,13,35,y,rwt,NA,38.53571429,329,15,2,3,high predator,9,5,2.5,1.883490451,-2.248746261,1.13009427,0.948683298,9,4189,1.890277778,0.005179676,1.404422514,1.123736627,-2.889732564
24471,KL_2021,KL,2021,control,G9,H.1,10.3,1,2,3,6/8/21,159,nonmast,240,240,NA,y,KAC/SEL,wbr,12.98809524,36,NA,0,2,low predator,9.1,6,10.3,0,-0.58437143,0,2.469817807,4,9864,NA,0.247709203,0.251699874,-0.602887219,-0.371694795
24384,JO_2020,JO,2020,rattle,F.4.,F.3,4.7,1,1,4,4/2/20,93,nonmast,NA,420,NA,n,AnD/AMS,grass,374.2142857,13,NA,NA,1,low predator,9.3,4,4.7,0,0.735397158,0,NA,1,9655,NA,-1.37297339,0.773261321,-0.444023257,0.687933323
25216,JO_2021,JO,2021,rattle,F.10.,F.3,10.6,1,1,3,5/17/21,137,nonmast,NA,420,NA,n,MDM,grass,15.20238095,36,NA,NA,1,low predator,9.3,5,10.6,0.941745225,0.735397158,0.37669809,2.801785145,1,9881,NA,-0.112662851,0.428174419,0.480594557,0.687933323
19311,AG_2017,AG,2017,food,D.19,D.5,19,1,2,2,5/31/17,151,nonmast,340,340,360,y,JGR/JBF,grass,1.563492063,19,4,2,4,low predator,9.5,5,19,3.766980902,0.148833341,1.506792361,5.003998401,16,7725,NA,1.30660432,-1.212752326,1.547670543,0.252637223
19311,AG_2017,AG,2017,food,D.19,D.5,19,1,1,3,5/9/17,129,nonmast,NA,420,NA,n,BMT/LEP,wb,1.563492063,19,4,2,4,low predator,9.5,5,19,3.766980902,0.735397158,1.506792361,5.003998401,16,7725,NA,0.105596262,0.160363944,1.547670543,0.687933323
21364,SU_2017,SU,2017,control,D.17.,D.5,17.5,1,1,2,5/6/17,126,nonmast,65,65,86,y,MCS/nMI,wb,1.542168675,19,0,0,3,low predator,9.5,5,17.5,0.75339618,-1.86747978,0.37669809,5.003998401,9,8107,NA,-1.052356399,-0.850906436,-0.315554862,-1.945613898
23867,RR_2019,RR,2019,rattle,D.0,D.5,0,1,1,5,6/9/19,160,mast,NA,420,NA,n,LSM/AJH,underground,NA,22,NA,NA,NA,low predator,9.5,6,0,0,0.735397158,0,NA,NA,9228,NA,-1.189748346,0.100560228,NA,0.687933323
10748,KL_2009,KL,2009,control,D.5.,D.5,5.5,1,1,3,5/30/09,150,nonmast,NA,420,NA,n,NA,NA,12.08333333,314,0,0,2,high predator,9.5,5,5.5,1.695141406,0.735397158,0.941745225,5.0009999,4,4481,NA,-0.7511171,-0.485419596,2.164353088,0.687933323
10748,KL_2008,KL,2008,control,D.5.,D.5,5.5,1,2,2,6/3/08,155,nonmast,181,181,201,y,NA,NA,38.53571429,329,0,0,1,high predator,9.5,6,5.5,0.188349045,-1.016962245,0.188349045,5.0009999,1,4208,NA,1.262114475,-1.508453811,-0.668552171,-0.803494804
10748,KL_2008,KL,2008,control,D.5.,D.5,5.5,1,1,2,5/6/08,127,nonmast,187,187,260,y,NA,NA,38.53571429,329,0,0,1,high predator,9.5,5,5.5,2.071839496,-0.972969959,1.506792361,5.0009999,1,4208,NA,-0.091507616,-1.508453811,1.322879827,-0.756641596
25150,KL_2021,KL,2021,control,A10.,A.8,11.5,1,2,2,6/12/21,163,nonmast,480,420,480,n,KAC/SEL/LLR,wbr,12.98809524,36,NA,0,2,low predator,9.8,6,11.5,0,0.735397158,0,8.85663593,4,9855,NA,0.551715952,-1.107479445,-0.602887219,0.687933323
24256,KL_2021,KL,2021,control,C.0./B2,A.8,2,1,2,3,5/27/21,147,nonmast,NA,420,NA,n,SEL/KAC,grass,12.98809524,305,NA,NA,3,high predator,9.8,5,2,1.695141406,0.735397158,0.565047135,7.8,9,9834,NA,-0.664311044,0.251699874,2.581930045,0.687933323
12318,JO_2017,JO,2017,preg control,J18,J.0,18,1,2,1,6/15/17,166,nonmast,NA,420,NA,n,JBF/AKM,grass,0.294117647,19,4,0,7,low predator,10,6,18,0,0.735397158,0,0.141421356,49,7697,NA,1.403120989,-2.090553989,-1.00665852,0.687933323
12318,JO_2017,JO,2017,preg control,J18,J.0,18,1,1,1,5/31/17,151,nonmast,NA,420,NA,n,MCS/MJD,wb,0.294117647,19,4,0,7,low predator,10,5,18,3.390282811,0.735397158,1.883490451,0.141421356,49,7697,NA,0.486668091,-2.090553989,1.303124985,0.687933323
19334,AG_2017,AG,2017,food,J9,J.0,9,1,2,3,5/1/17,121,nonmast,130,130,135,y,JGR,grass,1.563492063,19,2,2,4,low predator,10,5,9,3.201933766,-1.390896679,0.941745225,0.141421356,16,7727,NA,-0.33113394,0.160363944,1.161223038,-1.238167491
19334,AG_2017,AG,2017,food,J9,J.0,9,1,1,4,4/8/17,98,nonmast,193,193,226,y,nMI/LEP/AJM,bucket,1.563492063,19,2,2,4,low predator,10,4,9,0,-0.928977673,0,0.141421356,16,7727,NA,-1.586733273,1.533480213,-1.028646157,-0.710534206
19666,JO_2017,JO,2017,control,J20,J.0,20,1,2,2,5/23/17,143,nonmast,NA,420,NA,n,BMT/MMS,grass,0.294117647,19,0,0,4,low predator,10,5,20,2.448537586,0.735397158,1.13009427,0.2,16,7740,NA,-0.002106788,-0.61186946,0.661518456,0.687933323
20138,AG_2017,AG,2017,food,J5.,J.0,5.5,1,2,3,5/17/17,137,nonmast,NA,420,NA,n,AJM/EEM,grass,1.563492063,19,1,1,3,low predator,10,5,5.5,3.013584721,0.735397158,0.75339618,0.223606798,9,7762,NA,0.542326465,0.160363944,1.032407203,0.687933323
20138,AG_2017,AG,2017,food,J5.,J.0,5.5,1,1,3,4/29/17,119,nonmast,289,289,NA,y,LEP/AJM,wb,1.563492063,19,1,1,3,low predator,10,4,5.5,0,-0.225101092,0,0.223606798,9,7762,NA,-0.440316491,0.160363944,-1.028646157,-0.052222591
20488,JO_2018,JO,2018,rattle,J11.,J.0,11.5,1,2,3,5/23/18,143,nonmast,148,148,210,y,MKD,cavity,15.68235294,19,1,1,3,low predator,10,5,11.5,3.201933766,-1.25891982,1.883490451,0,9,8749,NA,-0.045138433,0.333668799,1.924133318,-1.076368574
20488,JO_2017,JO,2017,preg control,J11.,J.0,11.1,1,1,2,5/3/17,123,nonmast,114,114,122,y,SWK/LEP,bucket,0.294117647,19,1,1,3,low predator,10,5,11.1,3.390282811,-1.508209442,1.695141406,0.4,9,7788,NA,-1.224043986,-0.61186946,1.303124985,-1.391684475
20995,KL_2017,KL,2017,control,J11,J.0,11,1,2,4,6/5/17,156,nonmast,NA,420,NA,n,nMI,grass,1.142857143,19,0,0,3,low predator,10,6,11,0,0.735397158,0,0.141421356,9,7816,NA,0.758972804,1.692590717,-1.081101161,0.687933323
20995,KL_2017,KL,2017,control,J11,J.0,11,1,1,4,5/8/17,128,nonmast,64,64,NA,y,JGR,grass,1.142857143,19,0,0,3,low predator,10,5,11,3.578631857,-1.874811828,2.071839496,0.141421356,9,7816,NA,-1.160191908,1.692590717,1.342432089,-1.958802719
22458,BT_2017,BT,2017,preg GC,J5.,J.0,5.5,1,2,4,6/5/17,156,nonmast,37,37,81,y,MCS/JGR/MJD,wb,NA,19,0,0,2,low predator,10,6,5.5,0,-2.072777116,0,NA,4,8142,NA,0.402141893,1.504961082,-0.756036516,-2.364954592
22458,BT_2017,BT,2017,preg GC,J5.,J.0,5.5,1,1,4,5/17/17,137,nonmast,84,84,131,y,SWK,wb,NA,19,0,0,2,low predator,10,5,5.5,3.578631857,-1.728170873,0,NA,4,8142,NA,-0.864709252,1.504961082,2.134971043,-1.711974443
20488,JO_2019,JO,2019,rattle,J11.,J.0,11.5,1,1,4,6/6/19,157,mast,NA,420,NA,n,LKE,underground,0.452380952,22,1,0,5,low predator,10,6,11.5,0,0.735397158,0,0,25,9092,NA,-1.199448975,0,-0.267431852,0.687933323
23888,JO_2019,JO,2019,rattle,J11.,J.0,11.5,1,1,3,8/28/19,240,mast,420,420,420,y,MCK,wbr,0.452380952,22,NA,NA,1,low predator,10,8,11.5,0,0.735397158,0,0,1,9242,NA,1.415484813,-0.966091783,-0.267431852,0.687933323
20488,JO_2018,JO,2018,rattle,J11.,J.0,11.5,1,1,3,4/30/18,120,nonmast,133,133,138,y,AHR,bucket,15.68235294,26,1,0,4,low predator,10,4,11.5,0,-1.368900535,0,0,16,8749,NA,-1.247246181,0.333668799,-0.85434491,-1.210456758
20488,JO_2017,JO,2017,preg control,J11.,J.0,11.1,1,2,2,5/27/17,147,nonmast,NA,420,NA,n,JBF/JGR,grass,0.294117647,26,1,0,4,low predator,10,5,11.1,3.390282811,0.735397158,1.695141406,0.4,16,7788,NA,0.242280651,-0.61186946,1.303124985,0.687933323
19334,AG_2016,AG,2016,food,J9,J.0,9,1,1,3,3/31/16,91,nonmast,240,240,NA,y,SBS,bucket,0,32,2,0,3,low predator,10,3,9,0,-0.58437143,0,0.141421356,9,7026,NA,-0.80563602,0.218067366,-0.478296817,-0.371694795
19666,JO_2016,JO,2016,preg GC,J20,J.0,20,1,2,3,5/4/16,125,nonmast,398,398,424,y,SWK,wb,0,32,0,0,3,low predator,10,5,20,2.825235676,0.574092108,1.506792361,0.2,9,6518,NA,0.96234082,0.326427374,1.206993979,0.572698733
24709,KL_2021,KL,2021,control,J.9,J.0,8.1,1,1,3,6/7/21,158,nonmast,NA,420,NA,n,KAC,wbr,12.98809524,36,NA,0,2,low predator,10,6,8.1,0,0.735397158,0,0.707106781,4,9846,NA,0.171707516,0.251699874,-0.602887219,0.687933323
11177,KL_2009,KL,2009,control,J1,J.0,1,1,2,3,7/9/09,190,nonmast,NA,420,NA,n,NA,NA,12.08333333,314,0,0,1,high predator,10,7,1,0.75339618,0.735397158,0.565047135,1.835755975,1,4487,NA,1.405937135,-0.485419596,0.591639771,0.687933323
11177,KL_2009,KL,2009,control,J1,J.0,1,1,1,3,6/17/09,168,nonmast,304,304,344,y,NA,NA,12.08333333,314,0,0,1,high predator,10,6,1,0.188349045,-0.115120377,0.188349045,0,1,4487,NA,0.219557306,-0.485419596,-0.351988219,0.040054992
8330,KL_2008,KL,2008,control,J11,J.0,11,1,2,3,5/21/08,142,nonmast,420,420,458,y,NA,NA,38.53571429,329,3,0,3,high predator,10,5,11,2.448537586,0.735397158,1.506792361,0.583095189,9,4172,NA,0.633647076,-0.052015649,1.721166226,0.687933323
8330,KL_2008,KL,2008,control,J11,J.0,11,1,1,3,4/24/08,115,nonmast,NA,420,NA,n,NA,NA,38.53571429,329,3,0,3,high predator,10,4,11,0,0.735397158,0,0.583095189,9,4172,NA,-0.671631369,-0.052015649,-0.86769537,0.687933323
23532,KL_2021,KL,2021,control,H6,I.1,6,1,2,3,6/3/21,154,nonmast,60,60,60,y,LLR,wbr,12.98809524,36,0,0,3,low predator,10.1,6,6,0,-1.904140018,0,2.968164416,9,9836,NA,-0.132299233,0.251699874,-0.602887219,-2.012617703
19553,JO_2016,JO,2016,preg control,E.19,E.5,19,1,2,3,4/25/16,116,nonmast,144,144,205,y,MMS,NA,0,19,2,0,4,low predator,10.5,4,19,0,-1.288248011,0,4.80416486,16,6510,NA,0.246550127,0.326427374,-0.653099482,-1.111433773
21492,JO_2018,JO,2018,rattle,E.19,E.5,19,1,2,1,5/31/18,150,nonmast,NA,420,NA,n,AHR,grass,15.68235294,26,NA,NA,4,low predator,10.5,5,19,2.071839496,0.735397158,1.318443316,4.80416486,16,8796,NA,0.320720446,-2.113235729,0.943493944,0.687933323
11256,KL_2016,KL,2016,control,E.5,E.5,5,1,1,2,5/7/16,128,nonmast,NA,420,NA,n,JGR,wb,0,32,28,0,7,low predator,10.5,5,5,3.955329947,0.735397158,1.506792361,5.203844733,49,6424,NA,0.284659414,-0.508965669,1.27619355,0.687933323
19553,JO_2016,JO,2016,preg control,E.19,E.5,19,1,1,3,4/18/16,109,nonmast,NA,420,NA,n,JGR,grass,0,32,2,1,3,low predator,10.5,4,19,0,0.735397158,0,4.80416486,9,6510,NA,-0.310175967,0.326427374,-0.653099482,0.687933323
24831,BT_2021,BT,2021,chickadee,G3,D.6,3,1,1,3,6/5/21,156,nonmast,NA,420,NA,n,LLR,wbr,NA,305,NA,NA,3,high predator,10.6,6,3,0,0.735397158,0,NA,9,9828,NA,0.113079655,0.503952631,-0.426401433,0.687933323
24525,JO_2020,JO,2020,rattle,K.7.,K.0,7.1,1,1,3,4/12/20,103,nonmast,NA,420,NA,n,AnD,wbr,374.2142857,13,NA,2,1,low predator,11,4,7.1,0,0.735397158,0,0.640312424,1,9751,NA,-0.694961839,-0.601425472,-0.444023257,0.687933323
13450,AG_2017,AG,2017,food,K0,K.0,0,1,2,3,6/20/17,171,nonmast,NA,420,NA,n,MMS/MCS,grass,1.563492063,19,9,1,5,low predator,11,6,0,0,0.735397158,0,0,25,7720,NA,2.398429826,0.160363944,-1.028646157,0.687933323
13450,AG_2017,AG,2017,food,K0,K.0,0,1,1,3,5/27/17,147,nonmast,NA,420,NA,n,NA,grass,1.563492063,19,9,1,5,low predator,11,5,0,1.883490451,0.735397158,1.13009427,0,25,7720,NA,1.088239218,0.160363944,0.259512193,0.687933323
19988,AG_2017,AG,2017,food,K21,K.0,21,1,2,2,5/28/17,148,nonmast,NA,420,NA,n,BMT/nMI,bucket,1.563492063,19,0,0,4,low predator,11,5,21,2.825235676,0.735397158,0.941745225,0.360555128,16,7752,NA,1.142830494,-1.212752326,0.903591368,0.687933323
19988,AG_2017,AG,2017,food,K21,K.0,21,1,1,3,5/7/17,127,nonmast,0,0,25,y,BMT/nMI,grass,1.563492063,19,0,0,4,low predator,11,5,21,2.825235676,-2.344062881,0.941745225,0.360555128,16,7752,NA,-0.003586288,0.160363944,0.903591368,-3.65354061
20191,KL_2017,KL,2017,control,K7.,K.0,7.5,1,1,3,5/17/17,137,nonmast,104,104,135,y,MCS/MJD,wb,1.142857143,19,4,3,3,low predator,11,5,7.5,3.201933766,-1.581529919,1.695141406,0.141421356,9,7767,1.41875,-0.543317536,0.304666329,1.087323325,-1.493165216
20191,KL_2016,KL,2016,control,K7.,K.0,7.5,1,2,3,5/14/16,135,nonmast,NA,420,NA,n,BMT,NA,0,19,4,3,3,low predator,11,5,7.5,3.955329947,0.735397158,2.071839496,0.141421356,9,6553,NA,0.809463601,1.119724473,1.27619355,0.687933323
20265,JO_2017,JO,2017,preg GC,K10.,K.0,10.5,1,2,3,6/3/17,154,nonmast,129,129,138,y,MMS/JGR/JBF/MCS,grass,0.294117647,19,0,0,3,low predator,11,6,10.5,0,-1.398228726,0,0.1,9,8106,NA,0.669958671,0.866815069,-1.00665852,-1.247475321
20265,JO_2017,JO,2017,preg GC,K10.,K.0,10.5,1,1,3,5/6/17,126,nonmast,145,145,NA,y,SWK/LEP/JBF,grass,0.294117647,19,0,0,3,low predator,11,5,10.5,3.578631857,-1.280915963,1.883490451,0.1,9,8106,NA,-1.040753407,0.866815069,1.431446291,-1.102622285
20387,AG_2017,AG,2017,food,K6.,K.0,6.5,1,2,2,5/8/17,128,nonmast,183,183,204,y,LEP/nKP/MCS,grass,1.563492063,19,1,1,3,low predator,11,5,6.5,3.201933766,-1.00229815,0.941745225,0.1,9,7779,NA,0.051004987,-1.212752326,1.161223038,-0.787791954
20387,AG_2017,AG,2017,food,K6.,K.0,6.5,1,1,2,4/17/17,107,nonmast,360,360,365,y,LEP/SWK,grass,1.563492063,19,1,1,3,low predator,11,4,6.5,0,0.295474295,0,0.1,9,7779,NA,-1.095411795,-1.212752326,-1.028646157,0.36588322
21215,KL_2017,KL,2017,control,K17.,K.0,17.5,1,2,3,6/2/17,153,nonmast,NA,420,NA,n,JBF/nMI,wb,1.142857143,19,NA,0,3,low predator,11,6,17.5,0,0.735397158,0,0.1,9,7823,NA,0.553348014,0.304666329,-1.081101161,0.687933323
21215,KL_2017,KL,2017,control,K17.,K.0,17.5,1,1,3,5/10/17,130,nonmast,NA,420,NA,n,ZCF/nMI/LEP,cavity,1.142857143,19,NA,0,3,low predator,11,5,17.5,3.013584721,0.735397158,0.941745225,0.1,9,7823,NA,-1.023108714,0.304666329,0.959768944,0.687933323
21924,AG_2017,AG,2017,food,K23,K.0,23,1,2,3,5/28/17,148,nonmast,NA,420,NA,n,AJM/MCS,wb,1.563492063,19,1,1,3,low predator,11,5,23,1.695141406,0.735397158,0.37669809,0,9,8123,NA,1.142830494,0.160363944,0.130696358,0.687933323
21924,AG_2017,AG,2017,food,K23,K.0,23,1,1,3,5/7/17,127,nonmast,NA,420,NA,n,ARM,grass,1.563492063,19,1,1,3,low predator,11,5,23,1.695141406,0.735397158,0.37669809,0,9,8123,NA,-0.003586288,0.160363944,0.130696358,0.687933323
22230,BT_2017,BT,2017,lac control,K8,K.0,8,1,2,3,6/11/17,162,nonmast,NA,420,NA,n,SWK/MMS,wb,NA,19,0,0,2,low predator,11,6,8,0,0.735397158,0,NA,4,7962,NA,0.80220015,0.330357311,-0.756036516,0.687933323
22230,BT_2017,BT,2017,lac control,K8,K.0,8,1,1,3,5/24/17,144,nonmast,330,330,360,y,HLS/MJD,wb,NA,19,0,0,2,low predator,11,5,8,2.260188541,0.075512864,0,NA,4,7962,NA,-0.39797462,0.330357311,1.069862995,0.194764722
22167,BT_2019,BT,2019,chickadee,K6.,K.0,6.5,1,1,3,6/21/19,172,mast,NA,420,NA,n,SRT,underground,NA,22,1,0,4,low predator,11,6,6.5,0,0.735397158,0,NA,16,9127,NA,-1.140646864,-0.577350269,NA,0.687933323
12269,AG_2016,AG,2016,food,K18.,K.0,18.5,1,2,3,5/16/16,137,nonmast,NA,420,NA,n,SBS,grass,0,32,2,1,4,low predator,11,5,18.5,4.143678992,0.735397158,2.260188541,0.223606798,16,6449,NA,1.694902076,0.218067366,2.753031286,0.687933323
12269,AG_2016,AG,2016,food,K18.,K.0,18.5,1,1,3,4/21/16,112,nonmast,NA,NA,NA,y,"JGR, CFH, AEW",grass,0,32,2,1,4,low predator,11,4,18.5,0,NA,0,0.223606798,16,6449,NA,0.33591398,0.218067366,-0.478296817,NA
12427,KL_2016,KL,2016,control,K19,K.0,19,1,2,3,5/9/16,130,nonmast,NA,420,NA,n,SBS,grass,0,32,0,0,6,low predator,11,5,19,2.825235676,0.735397158,0.941745225,0.141421356,36,6455,NA,0.434603467,1.119724473,0.648718104,0.687933323
12427,KL_2016,KL,2016,control,K19,K.0,19,1,1,3,4/14/16,105,nonmast,420,420,NA,y,SBS,wb,0,32,0,0,6,low predator,11,4,19,0,0.735397158,0,0.141421356,36,6455,NA,-1.4396972,1.119724473,-0.91997051,0.687933323
12435,SU_2016,SU,2016,control,K12,K.0,12,1,2,2,5/29/16,150,nonmast,28,28,45,y,JGR,cavity,0,32,5,1,6,low predator,11,5,12,2.071839496,-2.138765545,1.318443316,0,36,6457,NA,1.877657381,-0.587136564,0.726145949,-2.532576861
20191,KL_2017,KL,2017,control,K7.,K.0,7.5,1,2,3,6/10/17,161,nonmast,80,80,146,y,JBF/MMS,grass,1.142857143,32,4,0,2,low predator,11,6,7.5,0,-1.757499064,0,0.141421356,4,7767,1.41875,1.101680788,0.304666329,-1.081101161,-1.758766046
20191,KL_2016,KL,2016,control,K7.,K.0,7.5,1,1,3,4/20/16,111,nonmast,360,360,NA,y,ERS,wb,0,32,4,0,2,low predator,11,4,7.5,0,0.295474295,0,0.141421356,4,6553,NA,-0.98986504,1.119724473,-0.91997051,0.36588322
21215,KL_2016,KL,2016,control,K17.,K.0,17.5,1,2,2,5/12/16,133,nonmast,NA,420,NA,n,DWI,NA,0,32,NA,0,2,low predator,11,5,17.5,3.578631857,0.735397158,1.318443316,0.1,4,6647,NA,0.659519547,-0.508965669,1.067035068,0.687933323
21215,KL_2016,KL,2016,control,K17.,K.0,17.5,1,1,2,5/2/16,123,nonmast,NA,420,NA,n,ZCF,NA,0,32,NA,0,2,low predator,11,5,17.5,3.578631857,0.735397158,1.318443316,0.1,4,6647,NA,-0.09020072,-0.508965669,1.067035068,0.687933323
25024,BT_2021,BT,2021,chickadee,K6.,K.0,6.5,1,2,3,6/5/21,156,nonmast,600,420,NA,n,LLR,wbr,NA,36,NA,NA,2,low predator,11,6,6.5,0,0.735397158,0,NA,4,9872,NA,0.113079655,0.503952631,-0.426401433,0.687933323
25198,JO_2021,JO,2021,rattle,K.7.,K.0,7.6,1,1,3,4/25/21,115,nonmast,NA,420,NA,n,EMM,wbr,15.20238095,36,NA,NA,NA,low predator,11,4,7.6,0,0.735397158,0,NA,NA,9824,NA,-1.971599887,0.428174419,-1.321635033,0.687933323
10191,SU_2009,SU,2009,control,K6.,K.0,6.5,2,2,4,8/17/09,229,nonmast,122,122,821,y,NA,NA,3.058139535,314,23,0,4,high predator,11,8,6.5,1.506792361,-1.44955306,1.13009427,0,16,4549,NA,2.510897422,1.028991511,3.191851805,-1.31366663
10191,SU_2009,SU,2009,control,K6.,K.0,6.5,2,1,5,7/23/09,204,nonmast,58,58,64,y,NA,NA,3.058139535,314,23,0,4,high predator,11,7,6.5,0.565047135,-1.918804114,0.37669809,0,16,4549,NA,1.325195862,2.19518189,0.632347998,-2.040198203
10191,SU_2009,SU,2009,control,K6.,K.0,6.5,1,1,3,6/11/09,162,nonmast,NA,NA,NA,NA,NA,NA,3.058139535,314,23,0,4,high predator,11,6,6.5,0.37669809,NA,0.37669809,0,16,4548,NA,-0.66678276,-0.137198868,0.120447238,NA
23532,KL_2021,KL,2021,control,H6,H.3,6.4,1,,3,6/12/21,163,nonmast,60,60,120,y,KAC,wbr,12.98809524,36,0,0,3,low predator,11.3,6,6.4,0,-1.904140018,0,4.031128874,9,9836,NA,0.551715952,0.251699874,-0.602887219,-2.012617703
11737,AG_2017,AG,2017,food,F.8.,F.5,8.5,1,1,3,4/8/17,98,nonmast,160,160,NA,y,JGR/EEM/HLS/SSJ,bucket,1.563492063,19,14,1,7,low predator,11.5,4,8.5,0,-1.170935247,0,5,49,7687,NA,-1.586733273,0.160363944,-1.028646157,-0.973924723
11737,AG_2016,AG,2016,food,F.8.,F.5,8.5,1,2,4,4/27/16,118,nonmast,NA,420,NA,n,CFH,grass,0,19,14,1,7,low predator,11.5,4,8.5,0,0.735397158,0,4.916299421,49,7027,NA,0.662071123,1.433014121,-0.478296817,0.687933323
